RSK_ELMN_NM,RSK_ELMN_GRD,RN_1HR,AIRTP,LOT,LAT,LOTNO_ADDR,ROAD_NM_ADDR
SF20302,F,.5,0,128.3425282595,36.9739498096,충북 단양군 단양읍 상진리 227-22,충청북도 단양군 단양읍 단양로 896-1 단양역사택
SF20306,F,.5,0,128.3337589321,36.9938928654,충북 단양군 단양읍 상진리 산 47-1,충청북도 단양군 단양읍 단양로 1166 단양종합자원
SF20306,F,.5,0,128.3651146473,36.9757468157,충북 단양군 단양읍 상진리 1018,충청북도 단양군 단양읍 삼봉로 192 소금정공원
SF20302,F,.5,0,128.3745242293,36.9952712208,충북 단양군 단양읍 도담리 산 3-3,충청북도 단양군 단양읍 고수재로 130 고수령아뜨리에
SF20302,F,.5,0,128.4201650561,36.9713295486,충북 단양군 단양읍 천동리 229-1,충청북도 단양군 단양읍 다리안로 565 청풍민박
SF20302,F,.5,0,128.3754304679,36.9793892663,충북 단양군 단양읍 기촌리 산 39,충청북도 단양군 단양읍 양방산길 92 금정사
SF20302,F,.5,0,128.3938086704,36.9668845824,충북 단양군 단양읍 기촌리 321-1,충청북도 단양군 단양읍 노동장현로 120
SF20302,F,.5,1,128.3002837603,37.0370758113,충북 단양군 매포읍 평동리 산 6-4,충청북도 단양군 매포읍 평동3로 06월 27일 자재판매보관창고
SF20204,G,4,0,126.9767816589,35.9993404789,전북 익산시 삼기면 용연리 895-17,전라북도 익산시 삼기면 하나로 880
SF20204,G,3,0,127.1207018987,35.9802132859,전북 완주군 봉동읍 제내리 295-1,전라북도 완주군 봉동읍 역전만로 321
SF20304,F,.5,2,128.6986055289,36.5581407508,경북 안동시 옥동 796-4,경상북도 안동시 옥서로 45 
SF20302,F,.5,2,128.6987887742,36.5527560003,경북 안동시 옥동 1381-33,경상북도 안동시 북후면 경북대로 237-9 
SF20302,F,.5,2,128.7649538125,36.6122714733,경북 안동시 와룡면 태리 932,경상북도 안동시 와룡면 태리합강길 15 
SF20302,F,.5,2,128.7564717604,36.5265652526,경북 안동시 남선면 도로리 511-3,경상북도 안동시 남선면 새절길 19
SF20310,F,.5,3,128.94327016,36.5652942174,경북 안동시 임동면 중평리 산 36-1,경상북도 안동시 임하면 경동로 2983 
SF20302,F,.5,0,128.9941914504,35.8409602188,경북 영천시 북안면 상리 산 48-3,경상북도 청도군 운문면 운북로 923-13 
SF20304,F,.5,2,128.8185790902,35.8649849338,경북 경산시 진량읍 신상리 산 144-3,경상북도 경산시 진량읍 공단로 377
SF20304,F,.5,1,128.7616991786,35.9606633338,경북 경산시 와촌면 음양리 713-15,경상북도 경산시 와촌면 팔공로 173
SF20302,F,.5,1,128.8945435119,35.7681369469,경북 경산시 용성면 부제리 산 71-1,경상북도 경산시 용성면 육동로 425 
SF20302,F,.5,1,128.888493226,35.8267161182,경북 경산시 용성면 외촌리 580,경상북도 경산시 용성면 용대로 438-5
SF20302,F,.5,1,128.889779256,35.8326049429,경북 경산시 용성면 외촌리 산 54-12,경상북도 경산시 용성면 용대로 423-20 
SF20302,F,.5,1,128.8468109601,35.7982438729,경북 경산시 용성면 일광리 46-2,경상북도 경산시 자인면 원효로 1113
SF20306,F,.5,2,129.0389334698,35.637525094,경북 청도군 운문면 신원리 산 29-28,울산광역시 울주군 상북면 운문로 492 
SF20302,F,.5,2,128.9493068117,35.7537897465,경북 청도군 운문면 공암리 산 51,경상북도 청도군 운문면 공암길 24-30 
SF20304,J,.5,-1,128.8037618239,36.9100520732,경북 봉화군 봉성면 창평리 139-4,
SF20302,J,.5,-1,128.9879658163,36.8576255369,경북 봉화군 재산면 갈산리 산 389-2,
SF20304,J,.5,-6,128.2851082301,37.5834233388,강원특별자치도 횡성군 둔내면 삽교리 산 1-20,
SF20304,F,.5,2,128.5440643465,37.1872205253,강원특별자치도 영월군 영월읍 연하리 산 150-15,강원도 영월군 영월읍 영월로 2936
SF20302,F,.5,1,128.2985523835,37.1798822697,강원특별자치도 영월군 한반도면 쌍용리 산 164-3,강원도 영월군 한반도면 송학로 642
SF20306,E,.5,2,127.3056033945,38.1397845586,강원특별자치도 철원군 갈말읍 신철원리 924-1,강원도 철원군 갈말읍 명성로92번길 3 주1
SF20306,E,.5,2,127.338129178,38.1908375553,강원특별자치도 철원군 갈말읍 문혜리 1285-46,강원도 철원군 김화읍 호국로 5330-16 한솔건강원
SF20302,F,.5,0,127.38823596,38.1699821511,강원특별자치도 철원군 갈말읍 문혜리 산 304-32,강원도 철원군 서면 태봉로 666-17 
SF20302,F,.5,0,127.3528844233,38.1834616557,강원특별자치도 철원군 갈말읍 문혜리 산 167-2,강원도 철원군 철원읍 태봉로 1236-20 
SF20302,F,.5,0,127.3006865696,38.2016942444,강원특별자치도 철원군 갈말읍 내대리 234-1,강원도 철원군 갈말읍 두루미로 382 
SF20310,F,.5,1,128.9395526514,35.9674919973,경북 영천시 완산동 1026-2,경상북도 영천시 완산6길 09월 19일 대건APT
SF20304,F,.5,1,129.1262677796,35.9220816463,경북 영천시 고경면 덕정리 산 60-2,경상북도 영천시 고경면 용담로 1326-13
SF20304,F,.5,2,129.0509760235,36.3078275514,경북 청송군 부남면 대전리 산 69-16,경상북도 청송군 청송읍 청송로 3206
SF20306,F,.5,2,129.1014745289,36.645226975,경북 영양군 영양읍 감천리 45-1,경상북도 영양군 영양읍 영양로 1486-5 
SF20306,F,.5,2,129.0871270687,36.5699853326,경북 영양군 입암면 노달리 413-2,경상북도 영양군 영양읍 영양로 399 
SF20306,F,.5,0,129.0786531007,36.9426223929,경북 봉화군 소천면 분천리 산 184-4,경상북도 봉화군 법전면 소천로 2212-65 
SF20306,E,.5,5,129.451108209,36.8029680142,경북 울진군 기성면 척산리 산 37-2,경상북도 울진군 기성면 척산4길 68 
SF20304,F,.5,3,129.4495820096,36.8202821932,경북 울진군 기성면 사동리 2-2,경상북도 울진군 기성면 사동항길 250-3
SF20306,E,.5,5,129.4329814603,36.8389026127,경북 울진군 기성면 망양리 산 90-8,경상북도 울진군 기성면 망양로 29
SF20306,F,.5,2,129.3529783543,36.7188548162,경북 울진군 온정면 소태리 520-19,경상북도 울진군 평해읍 백암온천로 1364 백암모텔
SF20302,F,.5,2,129.3786537354,36.7190205559,경북 울진군 온정면 금천리 산 3-1,경상북도 울진군 온정면 금천5길 100 미곡종합처리장
SF20302,F,.5,2,129.3853974899,36.7186299578,경북 울진군 온정면 광품리 654-1,경상북도 울진군 평해읍 백암온천로 1733-3
SF20304,F,.5,2,129.4100532126,36.7230261604,경북 울진군 온정면 광품리 산 13,경상북도 울진군 평해읍 백암온천로 1983 일미식당
SF20304,F,.5,2,129.4141114953,36.7285941495,경북 울진군 온정면 광품리 산 2-4,경상북도 울진군 평해읍 백암온천로 2179-40
SF20304,F,.5,2,129.4141114953,36.7285941495,경북 울진군 온정면 광품리 산 2-4,경상북도 울진군 평해읍 백암온천로 2179-40
SF20302,F,.5,2,129.4054913688,36.7197414924,경북 울진군 온정면 광품리 산 28-9,경상북도 울진군 평해읍 백암온천로 1963
SF20306,F,.5,5,129.39851857,36.9002673097,경북 울진군 매화면 오산리 산 145-2,경상북도 울진군 원남면 백옥동길 46 
SF20302,F,.5,5,129.3888678435,36.9078625655,경북 울진군 매화면 기양리 15-1,경상북도 울진군 원남면 백옥동길 23-16
SF20306,F,.5,5,129.3901367835,36.9070231714,경북 울진군 매화면 기양리 산 11-1,경상북도 울진군 원남면 백옥동길 23-16
SF20204,G,3,0,127.9101994392,37.3460005638,강원특별자치도 원주시 호저면 만종리 산 25-4,강원도 원주시 호저면 감박산길 99-31
SF20204,G,3,0,127.9070389008,37.3558570316,강원특별자치도 원주시 호저면 만종리 산 58-3,강원도 원주시 문막읍 원문로 525-55  원문로 525-55
SF20304,F,.5,0,128.145107158,37.4958095817,강원특별자치도 횡성군 우천면 하궁리 117-17,강원도 횡성군 횡성읍 경강로 3829
SF20302,J,.5,-1,128.5048308587,37.5788136253,강원특별자치도 평창군 진부면 마평리 산 200-2,강원도 평창군 대화면 모릿재로 704-22
SF20302,F,.5,1,128.7045900813,37.366627678,강원특별자치도 정선군 정선읍 신월리 19-12,강원도 정선군 정선읍 엇재길 139
SF20302,J,.5,-1,128.7773247168,37.2438868148,강원특별자치도 정선군 남면 무릉리 498-1,강원도 정선군 고한읍 지장천로 29
SF20302,J,.5,-2,128.8419442288,37.4944022128,강원특별자치도 정선군 임계면 송계리 산 170-5,강원도 정선군 정선읍 서동로 4497
SF20304,J,.5,-1,127.8493957894,38.0307393929,강원특별자치도 화천군 간동면 간척리 산 5-4,강원도 화천군 간동면 춘양로 1154-10
SF20302,J,.5,-1,127.6577716085,38.065754801,강원특별자치도 화천군 하남면 원천리 798-17,강원도 화천군 화천읍 영서로 5382
SF20304,F,.5,0,128.0165368491,38.1066991037,강원특별자치도 양구군 국토정중앙면 청리 산 163-1,강원도 양구군 황강길193번길 133 
SF20304,F,.5,0,128.017885634,38.1065892132,강원특별자치도 양구군 국토정중앙면 청리 산 168-1,강원도 양구군 남면 빈장골길 23
SF20302,F,.5,4,129.4090186385,35.4940977055,울산 동구 방어동 756-3,울산광역시 동구 봉수로 27-90 미포구장
SF20302,F,.5,4,129.4017557863,35.5063201258,울산 동구 방어동 1301,울산광역시 동구 방어진순환도로 150 
SF20302,F,.5,4,129.4252975404,35.5185797654,울산 동구 전하동 290-31,울산광역시 동구 바드래1길 75 
SF20302,F,.5,5,129.4310334881,35.5471887207,울산 동구 동부동 113,울산광역시 동구 동해안로 100 남목3동주민센터
SF20302,F,.5,5,129.4337800022,35.5405707647,울산 동구 동부동 161-1,울산광역시 동구 동해안로 250 
SF20304,F,.5,5,129.4342985044,35.5492279114,울산 동구 동부동 산 156-4,울산광역시 동구 동해안로 250 
SF20304,F,.5,5,129.4427204418,35.553562746,울산 동구 동부동 산 179,울산광역시 동구 동해안로 279 
SF20302,F,.5,4,129.4270673042,35.5217178588,울산 동구 서부동 103-41,울산광역시 동구 방어진순환도로 879 울산대학병원 어린이집
SF20302,F,.5,4,129.2288617789,35.5718457808,울산 울주군 범서읍 입암리 528,울산광역시 울주군 범서읍 송현길 Jul-41
SF20302,F,.5,4,129.2312731424,35.584305281,울산 울주군 범서읍 입암리 9-6,울산광역시 울주군 범서읍 두동로 200
SF20302,F,.5,4,129.2876079574,35.6433161257,울산 울주군 범서읍 두산리 1336-212,울산광역시 울주군 범서읍 관문로 694-5
SF20302,F,.5,4,129.2867267348,35.6467346372,울산 울주군 범서읍 두산리 1336-54,울산광역시 울주군 범서읍 관문로 734 대선가든
SF20302,F,.5,4,129.2371983681,35.5728785082,울산 울주군 범서읍 구영리 697-11,울산광역시 울주군 범서읍 점촌3길 40 울주선바위도서관
SF20302,F,.5,4,129.2358119618,35.5718069006,울산 울주군 범서읍 구영리 861-2,울산광역시 울주군 범서읍 구영앞길 114 현대아파트
SF20304,F,.5,4,129.2208158794,35.6262616853,울산 울주군 범서읍 중리 294-1,울산광역시 울주군 범서읍 두동로 706
SF20306,F,.5,5,129.4021804546,35.8643797799,경북 포항시 남구 오천읍 진전리 산 103-8,경상북도 포항시 남구 오천읍 기림로 951
SF20304,F,.5,3,128.8020988886,35.7805409157,경북 경산시 남산면 반곡리 산 54-1,경상북도 경산시 남산면 반지길 218-7 
SF20304,F,.5,3,128.8016127644,35.7813370907,경북 경산시 남산면 상대리 산 72-7,경상북도 경산시 남산면 성산로 55 서린요양병원
SF20302,F,.5,1,128.775052021,35.7754903517,경북 경산시 남천면 송백리 산 58-2,경상북도 경산시 남산면 상대로 384 
SF20302,F,.5,1,128.7669068192,35.7723607587,경북 경산시 남천면 송백리 산 36-2,경상북도 경산시 남산면 상대로 210-34 
SF20304,F,.5,1,128.781084249,35.7564412955,경북 경산시 남천면 신방리 325-7,경상북도 경산시 남천면 관방로 859-13
SF20302,F,.5,1,128.7344123695,35.7441232411,경북 경산시 남천면 흥산리 산 47-1,경상북도 경산시 남천면 남천로 111
SF20304,F,.5,1,128.7340462605,35.7417239023,경북 경산시 남천면 원리 산 79-3,경상북도 경산시 남천면 남천로 49-31
SF20302,F,.5,1,128.7240959605,35.7276456911,경북 경산시 남천면 하도리 산 324-8,경상북도 경산시 남천면 경청로 5-5 
SF20302,F,.5,1,128.4944863905,36.3304656324,경북 의성군 비안면 서부리 11-13,경상북도 의성군 비안면 만세길 511-8 
SF20302,F,.5,0,128.3159976688,36.3658833736,경북 의성군 단밀면 생송리 산 193-3,경상북도 의성군 단밀면 도안로 979-20
SF20302,F,.5,0,128.3170731018,36.3661653152,경북 의성군 단밀면 생송리 산 192-5,경상북도 의성군 단밀면 도안로 1014-16 
SF20302,F,.5,0,128.4115876933,36.3810865446,경북 의성군 단북면 이연리 491-2,경상북도 의성군 단밀면 도안로 1951
SF20302,F,.5,2,128.6336724976,36.3712390061,경북 의성군 안평면 신월리 925-2,경상북도 의성군 의성읍 안평의성로 569-2
SF20302,F,.5,2,128.6298270764,36.3778621089,경북 의성군 안평면 신월리 산 263-2,경상북도 의성군 의성읍 안평의성로 468
SF20304,F,.5,1,129.0508234678,36.307217032,경북 청송군 현동면 도평리 산 18,경상북도 청송군 청송읍 청송로 3206  청송로 3206
SF20304,F,.5,1,129.0542740726,36.2235763141,경북 청송군 현동면 눌인리 산 155-1,경상북도 포항시 북구 흥해읍 새마을로 4590
SF20304,F,.5,3,128.7148181002,35.7012564592,경북 청도군 화양읍 다로리 563-16,경상북도 청도군 화양읍 다로길 11-5 
SF20302,F,.5,3,128.7751472688,35.6437835062,경북 청도군 청도읍 원정리 산 63,경상북도 청도군 청도읍 원정3길 153-2 
SF20302,F,.5,3,128.7658411534,35.6127812722,경북 청도군 청도읍 원리 산 160-6,경상북도 청도군 청도읍 원동길 6-17 
SF20306,F,.5,3,128.7599983013,35.5872737563,경북 청도군 청도읍 신도리 550-2,경상북도 청도군 청도읍 새마을로 515 
SF20304,F,.5,3,128.7010892167,35.6036100985,경북 청도군 청도읍 상리 산 148-9,경상북도 청도군 청도읍 한재로 608 
SF20302,F,.5,2,128.8950711768,35.692173916,경북 청도군 금천면 동곡리 910-8,경상북도 청도군 금천면 동곡2길 32
SF20304,F,.5,3,128.8715113643,35.6909294424,경북 청도군 매전면 금곡리 산 31-2,경상북도 청도군 화양읍 청려로 4068 
SF20306,F,.5,3,128.8290195063,35.6958738339,경북 청도군 매전면 하평리 산 150-3,경상북도 청도군 매전면 모은정길 3 
SF20302,F,.5,3,128.8297766045,35.6895372213,경북 청도군 매전면 하평리 784-2,경상북도 청도군 매전면 수무동길 3 
SF20306,F,.5,3,128.8212532528,35.7052023895,경북 청도군 매전면 상평리 950-6,경상북도 청도군 화양읍 청려로 3107 
SF20306,F,.5,3,128.7911511565,35.7417051815,경북 청도군 매전면 금천리 산 141-2,경상북도 청도군 매전면 이애태길 15-10 
SF20302,F,.5,5,128.8968958025,35.2572917993,경남 김해시 삼방동 786-2,경상남도 김해시 가야테마길 Jul-32 보륜정사
SF20306,F,.5,5,128.90545515,35.2583847847,경남 김해시 삼방동 826,경상남도 김해시 신어산길 67 가야연수원
SF20306,F,.5,5,128.8941873262,35.2679758049,경남 김해시 삼방동 1066-1,경상남도 김해시 생림면 인제로 471 폐가
SF20310,F,.5,5,128.8982696828,35.2612116625,경남 김해시 삼방동 1296,경상남도 김해시 생림면 인제로 382
SF20304,F,.5,5,128.8953477628,35.2661323791,경남 김해시 삼방동 1429-5,경상남도 김해시 생림면 인제로 433-24
SF20302,F,.5,3,128.9816662133,35.238233021,경남 김해시 대동면 초정리 435-5,경상남도 김해시 대동면 동남로49번길 129 식당
SF20310,F,.5,3,128.9787370094,35.2306839169,경남 김해시 대동면 초정리 1160,경상남도 김해시 대동면 동남로41번길 171
SF20302,F,.5,3,128.9822609153,35.2503151735,경남 김해시 대동면 괴정리 167-7,경상남도 김해시 대동면 대동로 732
SF20302,F,.5,4,128.9577478226,35.4389340399,경남 양산시 원동면 영포리 산 116-1,경상남도 양산시 원동면 배태길 82-17
SF20302,F,.5,4,128.9782612982,35.4252325459,경남 양산시 원동면 영포리 산 21-1,
SF20302,F,.5,4,128.9788092291,35.3210198697,경남 양산시 원동면 화제리 산 72-25,경상남도 양산시 물금읍 원동로 199-77 파평윤씨구덕중문제실
SF20302,F,.5,4,129.084838147,35.4872161773,경남 양산시 하북면 초산리 178-2,경상남도 양산시 동면 양산대로 2529 경진기계
SF20304,J,.5,-1,128.2530527082,37.4244575055,강원특별자치도 횡성군 안흥면 상안리 산 131-2,
SF20304,F,.5,3,128.9015578308,36.2964131374,경북 안동시 길안면 송사리 산 71,경상북도 청송군 청송읍 청송로 1379-1
SF20304,F,.5,2,128.989219961,36.4399194061,경북 청송군 파천면 지경리 산 38-1,경상북도 청송군 안덕면 지경길 39-14
SF20304,F,.5,2,128.9894945867,36.4401391973,경북 청송군 파천면 지경리 산 38-1,경상북도 청송군 안덕면 지경길 39-14
SF20304,F,.5,2,128.9819798984,36.5658825366,경북 청송군 진보면 추현리 산 42-4,경상북도 안동시 임동면 가랫재길 12월 07일
SF20306,E,.5,6,129.3965419945,36.9985030766,경북 울진군 울진읍 고성리 5,경상북도 울진군 울진읍 고성1길 18 
SF20306,F,.5,6,129.3624089602,37.1304720991,경북 울진군 북면 나곡리 산 6-1,경상북도 울진군 북면 태봉길 11-6 
SF20306,F,.5,6,129.3187459756,37.082296687,경북 울진군 북면 덕구리 산 107-14,경상북도 울진군 북면 덕구온천로 531-10 민속촌민박
SF20306,E,.5,6,129.3776026481,36.9675744943,경북 울진군 근남면 행곡리 산 47-4,경상북도 울진군 울진읍 불영계곡로 3483 백천모텔
SF20310,E,.5,6,129.3806913174,36.9454732953,경북 울진군 근남면 구산리 98-1,경상북도 울진군 근남면 원남로 884
SF20306,F,.5,6,129.4148207967,37.0362277711,경북 울진군 죽변면 봉평리 215-1,경상북도 울진군 울진읍 울진북로 1090 바다의 왕자 펜션
SF20204,G,3,2,128.8198273333,37.77186473,강원특별자치도 강릉시 성산면 송암리 707-1,강원도 강릉시 성산면 지암길 266
SF20202,G,4,0,126.7357032798,35.7343644309,전북 부안군 부안읍 동중리 10,전라북도 부안군 부안읍 석정로 128
SF20313,L,3,-2,127.3546111016,37.4800896905,경기 광주시 퇴촌면 도수리 산 1-3,
SF20313,L,4,-1,127.2048032728,37.8125650485,경기 포천시 내촌면 진목리 산 268-2,
SF20313,L,4,-1,127.2593091184,37.8188996452,경기 포천시 내촌면 소학리 산 263-2,경기도 포천시 내촌면 금강로 2851
SF20311,F,1,1,127.3253437061,35.8576013419,전북 진안군 부귀면 봉암리 5066-1,전라북도 진안군 진안읍 전진로 1678 소태정휴게소
SF20313,L,3,-2,128.0449184522,37.477148775,강원특별자치도 횡성군 우천면 두곡리 581-45,
SF20313,L,3,-2,128.142892395,37.4988588709,강원특별자치도 횡성군 우천면 하궁리 산 79-2,
SF20313,L,3,-2,128.1304259988,37.506283214,강원특별자치도 횡성군 우천면 하궁리 산 45-1,
SF20313,L,3,-2,128.1076361239,37.4610982567,강원특별자치도 횡성군 우천면 상대리 산 71-11,
SF20313,L,3,-1,128.2108012101,37.5589322134,강원특별자치도 횡성군 청일면 갑천리 산 117-2,
SF20313,L,3,-3,127.7467068611,38.1631245631,강원특별자치도 화천군 화천읍 풍산리 411-10,
SF20311,E,.5,3,127.731866659,36.072478154,충북 영동군 학산면 도덕리 448-5,충청북도 영동군 용화면 용화양강로 1246
SF20313,L,3,-2,128.3374929218,37.742961947,강원특별자치도 홍천군 내면 율전리 산 103-41,
SF20311,J,.5,-6,128.2846237867,37.5836722909,강원특별자치도 횡성군 둔내면 삽교리 산 1-20,
SF20311,J,.5,-1,126.9768897399,37.5560006326,서울 중구 남창동 205-3,서울특별시 중구 소월로 39-2 
SF20311,F,.5,0,126.7329277866,37.5227295008,인천 부평구 삼산동 382-2,인천광역시 부평구 부평북로 357 
SF20311,F,.5,0,126.7295864397,37.5227172309,인천 부평구 갈산동 122-11,인천광역시 부평구 부평북로 326 
SF20311,F,.5,0,126.7396114758,37.4873441687,인천 부평구 부개동 438,인천광역시 부평구 수변로 8 파워프라자
SF20313,L,3,-2,128.3467369122,37.7409169611,강원특별자치도 홍천군 내면 자운리 산 50-22,
SF20313,L,3,-2,128.4034446267,37.707602352,강원특별자치도 홍천군 내면 자운리 산 254-79,
SF20311,F,1,0,127.4766648614,38.2476534767,강원특별자치도 철원군 근남면 사곡리 71-6,강원도 철원군 근남면 약수터길 139 
SF20313,L,3,-2,128.0831360769,37.442388274,강원특별자치도 횡성군 우천면 오원리 820-1,
SF20313,L,3,-2,128.047786299,37.461902238,강원특별자치도 횡성군 우천면 문암리 119-3,
SF20313,L,3,-4,127.6196860992,38.2412698659,강원특별자치도 화천군 상서면 마현리 산 45-2,강원 화천군 상서면 신월동로 659-33
SF20313,L,3,-4,127.5811591881,38.2544103656,강원 화천군 상서면 마현리 542,
SF20313,L,5,-1,126.9294648708,37.5718787897,서울 서대문구 연희동 107-10,
SF20313,L,5,-1,126.9292243535,37.5646453353,서울 서대문구 연희동 210-2,
SF20311,F,.5,3,127.7440326205,35.9147287199,전북 무주군 적상면 괴목리 산 181,
SF20313,L,4,-1,127.677787358,37.7824063255,강원특별자치도 춘천시 남산면 수동리 산 133-2,
SF20313,L,3,-2,128.5142362185,37.8799454315,강원특별자치도 홍천군 내면 명개리 산 1-21,
SF20313,L,4,-1,127.0083042533,37.5929558335,서울 성북구 돈암동 609-1,
SF20313,L,4,-1,127.0136488598,37.6004151269,서울 성북구 돈암동 538-73,
SF20313,L,3,-1,127.0244312446,37.5903399135,서울 성북구 안암동1가 361-7,
SF20313,L,3,-1,127.0239269282,37.6065424559,서울 성북구 길음동 1164-4,
SF20313,L,3,-1,127.0375837647,37.602568258,서울 성북구 하월곡동 67-108,
SF20313,L,5,-1,126.9198452867,37.58802974,서울 은평구 응암동 748-7,
SF20313,L,5,-1,126.9082898458,37.594621941,서울 은평구 신사동 206-8,
SF20313,L,5,-1,126.9433725087,37.5844664415,서울 서대문구 홍제동 320-3,
SF20313,L,5,-1,126.9518049275,37.5921045168,서울 서대문구 홍제동 9-75,
SF20311,F,.5,1,127.0565398978,37.5258126008,서울 강남구 청담동 340-1,서울특별시 강남구 영동대로142길 29 
SF20311,F,.5,1,127.0528199522,37.5280450654,서울 강남구 청담동 139-13,서울특별시 강남구 도산대로89길 49 건영 아파트101동
SF20311,F,.5,0,126.7133046484,37.5301131291,인천 계양구 효성동 665-56,인천광역시 계양구 목화밭길 23 
SF20311,F,.5,0,126.7178359757,37.5332726251,인천 계양구 효성동 1-52,인천광역시 계양구 새벌로 182 뉴패밀리타운
SF20311,F,.5,0,126.7231070654,37.5441154655,인천 계양구 계산동 931-48,인천광역시 계양구 경명대로1045번길 4 
SF20311,F,.5,0,126.7290957506,37.5370946498,인천 계양구 계산동 479,인천광역시 계양구 계산로 152 
SF20311,F,.5,0,126.728683603,37.5442254577,인천 계양구 계산동 919,인천광역시 계양구 주부토로 558 
SF20311,F,.5,0,126.7311857795,37.5449214895,인천 계양구 계산동 913,인천광역시 계양구 안산로21번길 14 
SF20311,F,.5,0,126.7214287192,37.5456814065,인천 계양구 계산동 1007,인천광역시 계양구 경명대로1029번길 01월 23일 
SF20311,F,.5,0,126.725708414,37.5448237093,인천 계양구 계산동 927-1,인천광역시 계양구 하느재로6번길 15 
SF20311,F,.5,0,126.7287447928,37.5385171435,인천 계양구 계산동 321-21,인천광역시 계양구 계산새로5번길 11 동민에이스빌
SF20311,F,.5,0,126.7332608388,37.5425283077,인천 계양구 계산동 14-10,인천광역시 계양구 경명대로1142번길 6 
SF20311,F,.5,0,126.719666539,37.5443596101,인천 계양구 계산동 1011,인천광역시 계양구 경명대로1017번길 05월 12일 
SF20311,F,.5,0,126.7308731189,37.5408737694,인천 계양구 계산동 342-1,인천광역시 계양구 주부토로532번길 20 
SF20311,F,.5,0,126.7214058694,37.5443962721,인천 계양구 계산동 931-29,인천광역시 계양구 경명대로1029번길 08월 01일 에덴아파트
SF20311,F,.5,0,126.7301942352,37.5385354849,인천 계양구 계산동 57-23,인천광역시 계양구 계산새로19번길 9 제일그린타운
SF20311,F,.5,0,126.7251438564,37.5461668323,인천 계양구 계산동 1000,인천광역시 계양구 계수로 1 
SF20311,F,.5,0,126.7389214706,37.5362767351,인천 계양구 계산동 1084-10,인천광역시 계양구 오조산로 55 평안교회
SF20311,F,.5,0,126.7131059061,37.5442496004,인천 계양구 계산동 763-20,인천광역시 계양구 경명대로 954 우미관
SF20311,F,.5,0,126.7369684315,37.5400252624,인천 계양구 계산동 1092,인천광역시 계양구 오조산공원로 22 계양프라자
SF20311,F,.5,0,126.7320403347,37.5397077066,인천 계양구 계산동 49-4,인천광역시 계양구 주부토로532번길 43 
SF20311,F,.5,0,126.7251743957,37.5452846386,인천 계양구 계산동 926-27,인천광역시 계양구 하느재로20번길 1 
SF20311,F,.5,0,126.7319639898,37.5417834563,인천 계양구 계산동 484-17,인천광역시 계양구 경명대로1142번길 20 
SF20311,F,.5,0,126.7340696801,37.5352509833,인천 계양구 계산동 1072,인천광역시 계양구 장제로 755 
SF20311,F,.5,0,126.7293703958,37.5366001376,인천 계양구 계산동 301-5,인천광역시 계양구 장제로767번길 41 
SF20311,F,.5,0,126.7292023645,37.5437462127,인천 계양구 계산동 919,인천광역시 계양구 경명대로 1099 
SF20311,F,.5,0,126.7340848935,37.536813902,인천 계양구 계산동 65-11,인천광역시 계양구 장제로 769 
SF20311,F,.5,0,126.7258766067,37.5319418458,인천 계양구 작전동 882,인천광역시 계양구 봉오대로691번길 12 
SF20311,F,.5,0,126.7243126642,37.5344266139,인천 계양구 작전동 856-74,인천광역시 계양구 계양대로120번길 16 부흥카 세차장
SF20311,F,.5,0,126.7334290837,37.5277904784,인천 계양구 작전동 164,인천광역시 계양구 장제로 670 일신그린타운
SF20311,F,.5,0,126.7223292283,37.533993113,인천 계양구 작전동 853-26,인천광역시 계양구 계양대로 113 평강상가
SF20311,F,.5,0,126.7288060091,37.5318686362,인천 계양구 작전동 238-3,인천광역시 계양구 주부토로426번길 8 
SF20311,F,.5,0,126.734283432,37.5299272962,인천 계양구 작전동 925-3,인천광역시 계양구 까치말로49번길 19 
SF20311,F,.5,0,126.7340851721,37.5269113485,인천 계양구 작전동 290-4,인천광역시 계양구 아나지로375번길 14 
SF20311,F,.5,0,126.7339477781,37.5296952945,인천 계양구 작전동 942,인천광역시 계양구 장제로694번길 3 
SF20311,F,.5,0,126.7200712198,37.5314716457,인천 계양구 작전동 769-31,인천광역시 계양구 가현3길 13 
SF20311,F,.5,0,126.735076803,37.5302203576,인천 계양구 작전동 941,인천광역시 계양구 까치말로49번길 11 
SF20311,E,.5,3,127.2641179631,37.6550746397,경기 남양주시 호평동 산 20-7,경기도 남양주시 호평로 205 
SF20311,J,.5,-1,127.9002831136,36.1305962703,충북 영동군 상촌면 하도대리 569,충청북도 영동군 상촌면 물한계곡로 201
SF20311,J,.5,-1,127.8396825094,36.0755510024,충북 영동군 상촌면 둔전리 산 24-4,충청북도 영동군 황간면 민주지산로 1417-27
SF20311,J,.5,-1,127.9420590848,36.0801683678,충북 영동군 상촌면 흥덕리 산 15-1,충청북도 영동군 상촌면 흥덕3길 5
SF20311,F,.5,0,126.7340623093,37.5260871528,인천 계양구 작전동 704,인천광역시 계양구 아나지로375번길 4 
SF20311,F,.5,0,126.7292025771,37.5361910895,인천 계양구 작전동 290,인천광역시 계양구 계산로154번길 8 
SF20311,F,.5,0,126.7192930135,37.5344692605,인천 계양구 작전동 765-61,인천광역시 계양구 웃우물동길 21 
SF20311,F,.5,0,126.7364499584,37.530257013,인천 계양구 작전동 941,인천광역시 계양구 까치말로49번길 1 
